NT08AB0001	NT16AB0001 (99.78%)	NT17AB0001 (99.26%)	NT20ABA0020 (99.78%)
	NT16AB0797		NT20ABA3179 (100.00%)
	NT16AB0798		NT20ABA3178 (100.00%)
	NT16AB0799		NT20ABA3177 (100.00%)
	NT16AB0852		NT20ABA3120 (100.00%)
	NT16AB0853		NT20ABA3119 (100.00%)
	NT16AB0854		NT20ABA3118 (100.00%)
	NT16AB0855		NT20ABA3117 (100.00%)
	NT16AB0856		NT20ABA3116 (100.00%)
	NT16AB0873	NT17AB0806 (90.95%)	NT20ABA3097 (100.00%)
	NT16AB0887		NT20ABA3083 (100.00%)
	NT16AB0889		NT20ABA3081 (100.00%)
	NT16AB1007		NT20ABA2960 (100.00%)
	NT16AB1008	NT17AB2293 (31.04%)	NT20ABA2959 (100.00%)
	NT16AB1009		NT20ABA2958 (100.00%)
	NT16AB1010		NT20ABA2957 (99.50%)
	NT16AB1011		NT20ABA2956 (100.00%)
	NT16AB1012		NT20ABA2955 (100.00%)
	NT16AB1013		
	NT16AB1014		NT20ABA2954 (100.00%)
	NT16AB1015		NT20ABA2953 (100.00%)
	NT16AB1016		NT20ABA2952 (100.00%)
	NT16AB1026		
	NT16AB1027		
	NT16AB1028		NT20ABA2938 (100.00%)
	NT16AB1029		NT20ABA2937 (100.00%)
	NT16AB1068		NT20ABA2897 (100.00%)
	NT16AB1069		NT20ABA2896 (100.00%)
	NT16AB1070		NT20ABA2895 (100.00%)
	NT16AB1071		NT20ABA2894 (100.00%)
	NT16AB1072		NT20ABA2893 (100.00%)
	NT16AB1073		NT20ABA2892 (100.00%)
	NT16AB1074		NT20ABA2891 (100.00%)
	NT16AB1075		NT20ABA2890 (100.00%)
	NT16AB1076		NT20ABA2889 (100.00%)
	NT16AB1077		NT20ABA2888 (100.00%)
	NT16AB1078		NT20ABA2887 (100.00%)
	NT16AB1079		NT20ABA2886 (100.00%)
	NT16AB1080		NT20ABA2885 (100.00%)
	NT16AB1081		NT20ABA2884 (100.00%)
	NT16AB1082		NT20ABA2883 (100.00%)
	NT16AB1083		NT20ABA2882 (100.00%)
	NT16AB1087		NT20ABA2878 (100.00%)
	NT16AB1117		
	NT16AB1118		
	NT16AB1138		
	NT16AB1139		
	NT16AB1195		
	NT16AB1196		
	NT16AB1230		
	NT16AB1231		
	NT16AB1232		
	NT16AB1233		
	NT16AB1234		
	NT16AB1235		NT20ABA3319 (95.03%)
	NT16AB1236		NT20ABA3318 (99.36%)
	NT16AB1237		
	NT16AB1238		NT20ABA2782 (87.06%)
	NT16AB1239		NT20ABA2781 (93.91%)
	NT16AB1240		
	NT16AB1242		
	NT16AB1243		
	NT16AB1244		NT20ABA1287 (40.16%)
	NT16AB1245		
	NT16AB1246		
	NT16AB1247		
	NT16AB1248		
	NT16AB1249		NT20ABA3302 (93.12%)
	NT16AB1250		NT20ABA3301 (59.56%)
	NT16AB1251		NT20ABA3300 (100.00%)
	NT16AB1252		NT20ABA2766 (100.00%)
	NT16AB1253		NT20ABA2765 (100.00%)
	NT16AB1254		NT20ABA2764 (100.00%)
	NT16AB1255		NT20ABA2763 (98.00%)
	NT16AB1256		
	NT16AB1257		
	NT16AB1258		
	NT16AB1259		
	NT16AB1260		
	NT16AB1261		
	NT16AB1262		
	NT16AB1263		
	NT16AB1264		
	NT16AB1265		
	NT16AB1266		
	NT16AB1267		
	NT16AB1268		
	NT16AB1269		NT20ABA1332 (31.05%)
	NT16AB1270		
	NT16AB1271		
	NT16AB1272		
	NT16AB1273		
	NT16AB1274		
	NT16AB1276		
	NT16AB1277	NT17AB0989 (93.37%)	NT20ABA3249 (91.62%)
	NT16AB1314		NT20ABA2623 (100.00%)
	NT16AB1315		NT20ABA2622 (100.00%)
	NT16AB1316		NT20ABA2621 (100.00%)
	NT16AB1317	NT17AB3290 (47.29%)	NT20ABA2620 (100.00%)
	NT16AB1318		NT20ABA2619 (100.00%)
	NT16AB1329		NT20ABA2608 (98.67%)
	NT16AB1330		NT20ABA2607 (100.00%)
	NT16AB1340		NT20ABA2597 (100.00%)
	NT16AB1341		NT20ABA2596 (100.00%)
	NT16AB1342		NT20ABA2595 (99.55%)
	NT16AB1343		NT20ABA2594 (100.00%)
	NT16AB1344		NT20ABA2593 (100.00%)
	NT16AB1345		NT20ABA2592 (100.00%)
	NT16AB1346		NT20ABA2591 (100.00%)
	NT16AB1347		NT20ABA2590 (100.00%)
	NT16AB1348		NT20ABA2589 (100.00%)
	NT16AB1349		
	NT16AB1350		NT20ABA2588 (100.00%)
	NT16AB1351		NT20ABA2586 (100.00%)
	NT16AB1352		NT20ABA2587 (100.00%)
	NT16AB1353		NT20ABA2585 (100.00%)
	NT16AB1354		NT20ABA2584 (99.47%)
	NT16AB1406		NT20ABA2531 (99.30%)
	NT16AB1407		NT20ABA2529 (100.00%)
	NT16AB1437		
	NT16AB1453		NT20ABA2484 (100.00%)
	NT16AB1478		NT20ABA2457 (100.00%)
	NT16AB1479		NT20ABA2456 (100.00%)
	NT16AB1480		NT20ABA2455 (100.00%)
	NT16AB1492		NT20ABA2443 (100.00%)
	NT16AB1567		
	NT16AB1602		NT20ABA2331 (100.00%)
	NT16AB1608		NT20ABA2324 (100.00%)
	NT16AB1628		
	NT16AB1629		
	NT16AB1642		NT20ABA2291 (100.00%)
	NT16AB1688		NT20ABA2244 (100.00%)
	NT16AB1729		NT20ABA2203 (100.00%)
	NT16AB1730		NT20ABA2202 (99.63%)
	NT16AB1731		NT20ABA2201 (100.00%)
	NT16AB1732		NT20ABA2200 (100.00%)
	NT16AB1733		NT20ABA2199 (100.00%)
	NT16AB1734		NT20ABA2198 (100.00%)
	NT16AB1735		NT20ABA2197 (100.00%)
	NT16AB1736		NT20ABA2196 (100.00%)
	NT16AB1739		NT20ABA2193 (100.00%)
	NT16AB1740		NT20ABA2192 (100.00%)
	NT16AB1742		NT20ABA2190 (100.00%)
	NT16AB1743		NT20ABA2188 (100.00%)
	NT16AB1753		
	NT16AB1754		
	NT16AB1755		
	NT16AB1776		NT20ABA2159 (100.00%)
	NT16AB1793		NT20ABA2142 (100.00%)
	NT16AB1794		NT20ABA2141 (100.00%)
	NT16AB1796		NT20ABA2139 (100.00%)
	NT16AB1797		NT20ABA2138 (100.00%)
	NT16AB1798		NT20ABA2137 (100.00%)
	NT16AB1800		NT20ABA2135 (100.00%)
	NT16AB1801		NT20ABA2134 (100.00%)
	NT16AB1811		NT20ABA2123 (100.00%)
	NT16AB1812		NT20ABA2122 (100.00%)
	NT16AB1813		NT20ABA2121 (100.00%)
	NT16AB1814		NT20ABA2120 (100.00%)
	NT16AB1815		NT20ABA2119 (100.00%)
	NT16AB1816		NT20ABA2118 (100.00%)
	NT16AB1817		NT20ABA2117 (99.75%)
	NT16AB1818		
	NT16AB1820		
	NT16AB1821		NT20ABA2090 (100.00%)
	NT16AB1822	NT17AB1871 (43.21%)	NT20ABA2070 (92.06%)
	NT16AB1823		
	NT16AB1824		
	NT16AB1825		
	NT16AB1826		
	NT16AB1827		
	NT16AB1828		
	NT16AB1829		
	NT16AB1830		
	NT16AB1831		
	NT16AB1832		
	NT16AB1833		NT20ABA2113 (94.67%)
	NT16AB1834		NT20ABA2112 (100.00%)
	NT16AB1835		NT20ABA2111 (98.79%)
	NT16AB1836		NT20ABA2056 (100.00%)
	NT16AB1837		NT20ABA2068 (99.17%)
	NT16AB1838		NT20ABA2102 (100.00%)
	NT16AB1839		NT20ABA2085 (100.00%)
	NT16AB1840		
	NT16AB1841		
	NT16AB1842		NT20ABA2062 (50.85%)
	NT16AB1843		NT20ABA2050 (100.00%)
	NT16AB1844		NT20ABA2049 (100.00%)
	NT16AB1845		NT20ABA2048 (99.88%)
	NT16AB1846		NT20ABA2047 (100.00%)
	NT16AB1847		NT20ABA2046 (100.00%)
	NT16AB1848		NT20ABA2045 (100.00%)
	NT16AB1849		NT20ABA2044 (100.00%)
	NT16AB1850		NT20ABA2043 (100.00%)
	NT16AB1851		NT20ABA2042 (100.00%)
	NT16AB1852		NT20ABA2041 (99.09%)
	NT16AB1853		
	NT16AB1854		
	NT16AB1855		
	NT16AB1856		
	NT16AB1857		
	NT16AB1858		
	NT16AB1859		
	NT16AB1860		NT20ABA2039 (100.00%)
	NT16AB1861		NT20ABA2038 (100.00%)
	NT16AB1862		NT20ABA2037 (100.00%)
	NT16AB1863	NT17AB1868 (98.86%)	NT20ABA2036 (100.00%)
	NT16AB1864	NT17AB1867 (98.70%)	NT20ABA2035 (100.00%)
	NT16AB1865	NT17AB1866 (96.81%)	NT20ABA2034 (100.00%)
	NT16AB1866	NT17AB1865 (100.00%)	NT20ABA2033 (100.00%)
	NT16AB1867	NT17AB1864 (98.35%)	NT20ABA2032 (99.67%)
	NT16AB1868		
	NT16AB1869	NT17AB1862 (99.18%)	NT20ABA2030 (99.84%)
	NT16AB1870	NT17AB1861 (98.28%)	NT20ABA2029 (100.00%)
	NT16AB1871	NT17AB1860 (98.00%)	NT20ABA2028 (100.00%)
	NT16AB1874		
	NT16AB1875		NT20ABA2025 (100.00%)
	NT16AB1876		NT20ABA2024 (100.00%)
	NT16AB1877		NT20ABA2023 (100.00%)
	NT16AB1878	NT17AB1858 (92.86%)	NT20ABA2022 (100.00%)
	NT16AB1879	NT17AB1856 (98.94%)	NT20ABA2021 (100.00%)
	NT16AB1880	NT17AB1855 (98.77%)	NT20ABA2020 (100.00%)
	NT16AB1887		
	NT16AB1893		NT20ABA2008 (100.00%)
	NT16AB1901		NT20ABA2000 (100.00%)
	NT16AB1938		
	NT16AB1950		
	NT16AB2033		NT20ABA1870 (100.00%)
	NT16AB2112		
	NT16AB2113		
	NT16AB2174		NT20ABA1727 (100.00%)
	NT16AB2191		NT20ABA1710 (100.00%)
	NT16AB2206		NT20ABA1695 (100.00%)
	NT16AB2211		
	NT16AB2223		
	NT16AB2231		
	NT16AB2253		NT20ABA1650 (100.00%)
	NT16AB2267		NT20ABA1635 (100.00%)
	NT16AB2268		NT20ABA1634 (100.00%)
	NT16AB2269		NT20ABA1633 (100.00%)
	NT16AB2270		NT20ABA1632 (100.00%)
	NT16AB2271		NT20ABA1631 (100.00%)
	NT16AB2272		NT20ABA1630 (100.00%)
	NT16AB2273		NT20ABA1629 (100.00%)
	NT16AB2274		NT20ABA1628 (100.00%)
	NT16AB2275		NT20ABA1627 (100.00%)
	NT16AB2276		NT20ABA1626 (100.00%)
	NT16AB2277		NT20ABA1625 (100.00%)
	NT16AB2278		NT20ABA1624 (100.00%)
	NT16AB2279		NT20ABA1623 (100.00%)
	NT16AB2280		NT20ABA1622 (100.00%)
	NT16AB2281		NT20ABA1621 (100.00%)
	NT16AB2282		NT20ABA1620 (100.00%)
	NT16AB2283		NT20ABA1619 (100.00%)
	NT16AB2284		NT20ABA1618 (100.00%)
	NT16AB2285		NT20ABA1617 (100.00%)
	NT16AB2286		NT20ABA1616 (100.00%)
	NT16AB2298		NT20ABA1604 (100.00%)
	NT16AB2299		NT20ABA1603 (100.00%)
	NT16AB2300		NT20ABA1602 (100.00%)
	NT16AB2301		NT20ABA1601 (100.00%)
	NT16AB2302		NT20ABA1600 (100.00%)
	NT16AB2303		NT20ABA1599 (100.00%)
	NT16AB2304		NT20ABA1598 (100.00%)
	NT16AB2305		NT20ABA1597 (100.00%)
	NT16AB2306		NT20ABA1596 (100.00%)
	NT16AB2307		NT20ABA1595 (100.00%)
	NT16AB2308		NT20ABA1594 (100.00%)
	NT16AB2309		NT20ABA1593 (100.00%)
	NT16AB2312		NT20ABA1590 (99.54%)
	NT16AB2313		NT20ABA1589 (100.00%)
	NT16AB2314		NT20ABA1588 (100.00%)
	NT16AB2315		NT20ABA1587 (100.00%)
	NT16AB2316		
	NT16AB2317		NT20ABA1586 (100.00%)
	NT16AB2318		NT20ABA1585 (100.00%)
	NT16AB2319		NT20ABA1583 (100.00%)
	NT16AB2320		
	NT16AB2321		
	NT16AB2322		
	NT16AB2323		NT20ABA1581 (100.00%)
	NT16AB2324		NT20ABA1580 (100.00%)
	NT16AB2325		
	NT16AB2326		
	NT16AB2328		NT20ABA1578 (100.00%)
	NT16AB2331		NT20ABA1575 (100.00%)
	NT16AB2332		NT20ABA1574 (100.00%)
	NT16AB2386		
	NT16AB2396		
	NT16AB2404		NT20ABA1501 (100.00%)
	NT16AB2405		NT20ABA1500 (100.00%)
	NT16AB2406		
	NT16AB2416		NT20ABA1490 (100.00%)
	NT16AB2417		NT20ABA1489 (100.00%)
	NT16AB2418		NT20ABA1488 (100.00%)
	NT16AB2419		
	NT16AB2420		NT20ABA1485 (96.70%)
	NT16AB2421		
	NT16AB2422		
	NT16AB2423		
	NT16AB2424	NT17AB2132 (99.33%)	NT20ABA1484 (100.00%)
	NT16AB2425	NT17AB2133 (97.14%)	NT20ABA1483 (99.90%)
	NT16AB2429	NT17AB2140 (96.97%)	NT20ABA1479 (100.00%)
	NT16AB2432		NT20ABA1476 (100.00%)
	NT16AB2433		NT20ABA1475 (100.00%)
	NT16AB2439		NT20ABA1469 (100.00%)
	NT16AB2441		
	NT16AB2442		
	NT16AB2463		NT20ABA1447 (100.00%)
	NT16AB2464		NT20ABA1446 (100.00%)
	NT16AB2465		NT20ABA1445 (100.00%)
	NT16AB2466		NT20ABA1444 (100.00%)
	NT16AB2467		NT20ABA1443 (100.00%)
	NT16AB2468		NT20ABA1441 (100.00%)
	NT16AB2469		
	NT16AB2470		NT20ABA1439 (100.00%)
	NT16AB2471		NT20ABA1438 (100.00%)
	NT16AB2472		NT20ABA1437 (99.09%)
	NT16AB2477		NT20ABA1432 (100.00%)
	NT16AB2478		NT20ABA1431 (100.00%)
	NT16AB2483		NT20ABA1426 (100.00%)
	NT16AB2484	NT17ABC0003 (83.33%)	NT20ABA1425 (100.00%)
	NT16AB2485		NT20ABA1424 (100.00%)
	NT16AB2486		NT20ABA1423 (100.00%)
	NT16AB2487		NT20ABA1422 (100.00%)
	NT16AB2488	NT17AB1258 (85.71%)	NT20ABA1421 (100.00%)
	NT16AB2489		NT20ABA1420 (100.00%)
	NT16AB2490		NT20ABA1419 (99.10%)
	NT16AB2506		
	NT16AB2558		NT20ABA1352 (100.00%)
	NT16AB2598		NT20ABA0535 (100.00%)
	NT16AB2604		
	NT16AB2605		NT20ABA2820 (100.00%)
	NT16AB2607		
	NT16AB2611		
	NT16AB2613		
	NT16AB2614		NT20ABA1184 (100.00%)
	NT16AB2615		NT20ABA1183 (100.00%)
	NT16AB2616		NT20ABA1182 (99.90%)
	NT16AB2617		NT20ABA1180 (100.00%)
	NT16AB2618		NT20ABA1179 (100.00%)
	NT16AB2619		
	NT16AB2637		
	NT16AB2648	NT17AB1261 (96.34%)	
	NT16AB2649		
	NT16AB2650		
	NT16AB2651		
	NT16AB2652		
	NT16AB2659		NT20ABA2728 (100.00%)
	NT16AB2660		NT20ABA2729 (100.00%)
	NT16AB2661		NT20ABA2730 (100.00%)
	NT16AB2662		NT20ABA2731 (99.44%)
	NT16AB2663		
	NT16AB2664		
	NT16AB2665		NT20ABA3266 (100.00%)
	NT16AB2666		NT20ABA3267 (100.00%)
	NT16AB2675		
	NT16AB2677	NT17AB1683 (29.17%)	NT20ABA3276 (100.00%)
	NT16AB2678		NT20ABA3277 (100.00%)
	NT16AB2679	NT17AB1681 (24.52%)	NT20ABA3278 (100.00%)
	NT16AB2680		NT20ABA3279 (98.80%)
	NT16AB2681		NT20ABA1303 (40.82%)
	NT16AB2682		
	NT16AB2686	NT17AB1678 (25.16%)	NT20ABA3284 (93.53%)
	NT16AB2687	NT17AB1677 (85.40%)	NT20ABA3285 (96.28%)
	NT16AB2688	NT17AB1676 (62.26%)	NT20ABA3286 (100.00%)
	NT16AB2689	NT17AB2329 (78.40%)	NT20ABA3287 (89.67%)
	NT16AB2691		
	NT16AB2692		
	NT16AB2696		
	NT16AB2698		
	NT16AB2699	NT17AB2336 (58.10%)	
	NT16AB2700		
	NT16AB2701		
	NT16AB2702		
	NT16AB2705		NT20ABA3304 (50.91%)
	NT16AB2707	NT17AB0957 (58.49%)	
	NT16AB2708		NT20ABA2774 (75.00%)
	NT16AB2709	NT17AB0956 (98.90%)	
	NT16AB2710	NT17AB0955 (46.77%)	
	NT16AB2712	NT17AB1246 (100.00%)	NT20ABA3311 (100.00%)
	NT16AB2713	NT17AB2434 (99.27%)	NT20ABA3313 (99.82%)
	NT16AB2718		
	NT16AB2732		NT20ABA1140 (100.00%)
	NT16AB2750		
	NT16AB2844		NT20ABA1016 (100.00%)
	NT16AB2846		NT20ABA1014 (100.00%)
	NT16AB2847		NT20ABA1013 (100.00%)
	NT16AB2848		NT20ABA1012 (100.00%)
	NT16AB2849		NT20ABA1011 (100.00%)
	NT16AB2851		NT20ABA1009 (100.00%)
	NT16AB2852		NT20ABA1007 (100.00%)
	NT16AB2853		NT20ABA1006 (100.00%)
	NT16AB2854		NT20ABA1005 (100.00%)
	NT16AB2855		NT20ABA1004 (100.00%)
	NT16AB2856		NT20ABA1003 (100.00%)
	NT16AB2857		NT20ABA1002 (100.00%)
	NT16AB2858		NT20ABA1001 (100.00%)
	NT16AB2859		NT20ABA1000 (100.00%)
	NT16AB2861		NT20ABA0998 (100.00%)
	NT16AB2862		NT20ABA0997 (100.00%)
	NT16AB2863		NT20ABA0996 (100.00%)
	NT16AB2864	NT17AB2351 (27.78%)	NT20ABA0995 (100.00%)
	NT16AB2922		
	NT16AB2924		
	NT16AB3036		NT20ABA0818 (100.00%)
	NT16AB3037		NT20ABA0817 (100.00%)
	NT16AB3038		NT20ABA0816 (100.00%)
	NT16AB3039		NT20ABA0815 (100.00%)
	NT16AB3041		NT20ABA0813 (100.00%)
	NT16AB3129		NT20ABA0722 (100.00%)
	NT16AB3164		NT20ABA0686 (100.00%)
	NT16AB3176		NT20ABA0674 (100.00%)
	NT16AB3177		NT20ABA0673 (100.00%)
	NT16AB3178		NT20ABA0672 (100.00%)
	NT16AB3181		NT20ABA0669 (100.00%)
	NT16AB3182		NT20ABA0667 (99.03%)
	NT16AB3185		NT20ABA0663 (100.00%)
	NT16AB3186		NT20ABA0664 (100.00%)
	NT16AB3187		NT20ABA0661 (100.00%)
	NT16AB3261		
	NT16AB3262		
	NT16AB3263		
	NT16AB3264		
	NT16AB3265		
	NT16AB3266		
	NT16AB3267		
	NT16AB3331		NT20ABA0500 (100.00%)
	NT16AB3426		NT20ABA0404 (100.00%)
	NT16AB3517		NT20ABA0313 (100.00%)
	NT16AB3518		NT20ABA0312 (100.00%)
	NT16AB3519		NT20ABA0310 (100.00%)
	NT16AB3520		NT20ABA0309 (100.00%)
	NT16AB3521		NT20ABA0311 (100.00%)
	NT16AB3522		NT20ABA0308 (100.00%)
	NT16AB3523		NT20ABA0307 (100.00%)
	NT16AB3525		NT20ABA0305 (100.00%)
	NT16AB3526		NT20ABA0304 (100.00%)
	NT16AB3527		NT20ABA0303 (99.28%)
	NT16AB3528		NT20ABA0302 (100.00%)
	NT16AB3529		NT20ABA0301 (100.00%)
	NT16AB3530		
	NT16AB3531		
	NT16AB3532		NT20ABA0299 (96.13%)
	NT16AB3533		
	NT16AB3534		NT20ABA0298 (100.00%)
	NT16AB3535		NT20ABA0297 (100.00%)
	NT16AB3536		NT20ABA0296 (99.57%)
	NT16AB3537		NT20ABA0295 (100.00%)
	NT16AB3538		NT20ABA0293 (100.00%)
	NT16AB3539		NT20ABA0294 (100.00%)
	NT16AB3540		NT20ABA0290 (100.00%)
	NT16AB3541		NT20ABA0289 (100.00%)
	NT16AB3542		NT20ABA0287 (100.00%)
	NT16AB3543		NT20ABA0288 (100.00%)
	NT16AB3544		NT20ABA0285 (100.00%)
	NT16AB3545		NT20ABA0286 (100.00%)
	NT16AB3546		NT20ABA0283 (100.00%)
	NT16AB3547		NT20ABA0284 (100.00%)
	NT16AB3548		NT20ABA0282 (100.00%)
	NT16AB3549		NT20ABA0281 (100.00%)
	NT16AB3550		NT20ABA0280 (100.00%)
	NT16AB3551		NT20ABA0279 (100.00%)
	NT16AB3552		NT20ABA0277 (100.00%)
	NT16AB3553		NT20ABA0275 (100.00%)
	NT16AB3554		NT20ABA0276 (100.00%)
	NT16AB3556		
	NT16AB3558		
	NT16AB3559		
	NT16AB3560		
	NT16AB3561		
	NT16AB3562		
	NT16AB3563		NT20ABA0292 (24.80%)
	NT16AB3565		
	NT16AB3566		
	NT16AB3567		
	NT16AB3568		
	NT16AB3569		
	NT16AB3570		
	NT16AB3571		
	NT16AB3572		
	NT16AB3573		
	NT16AB3574		
	NT16AB3575		
	NT16AB3576		
	NT16AB3577		
	NT16AB3578		
	NT16AB3579		
	NT16AB3580		
	NT16AB3581		
	NT16AB3582		
	NT16AB3583		
	NT16AB3584		
	NT16AB3585		
	NT16AB3586	NT17AB3205 (36.84%)	NT20ABA0269 (100.00%)
	NT16AB3587		
	NT16AB3588		
	NT16AB3589		
	NT16AB3590		NT20ABA0265 (100.00%)
	NT16AB3591		NT20ABA0264 (100.00%)
	NT16AB3592		NT20ABA0263 (100.00%)
	NT16AB3596		NT20ABA0259 (100.00%)
	NT16AB3599	NT17AB3131 (26.51%)	NT20ABA0256 (98.65%)
	NT16AB3720	NT17AB0095 (97.44%)	NT20ABA0132 (90.70%)
	NT16AB3721		
	NT16AB3722		
	NT16AB3724		
	NT16AB3725		
	NT16AB3739	NT17AB0063 (26.05%)	NT20ABA0111 (97.60%)
	NT16AB3743	NT17AB0073 (22.75%)	NT20ABA0107 (40.46%)
	NT16AB3744		
	NT16AB3745		
	NT16AB3746		
	NT16AB3747		
	NT16AB3748		NT20ABA0099 (82.14%)
	NT16AB3781		
	NT16AB3782		
	NT16AB3818		NT20ABA0032 (97.83%)
	NT16AB3822		NT20ABA0007 (99.31%)
	NT16AB3824		
	NT16AB3825		
	NT16AB3826		NT20ABA2040 (100.00%)
	NT16AB3827		
	NT16AB3828		
	NT16ABA0001		
	NT16ABA0002		
	NT16ABA0003		
	NT16ABA0006		
	NT16ABA0007		NT20ABA0133 (92.11%)
	NT16ABA0008		
	NT16ABA0010		
	NT16ABA0011		
	NT16ABA0013		
	NT16ABA0014		
	NT16ABA0015		
	NT16ABA0016		
	NT16ABA0017		
	NT16ABA0018		
	NT16ABA0019		
	NT16ABA0020		
	NT16ABA0021		
	NT16ABA0022		
	NT16ABA0023		
	NT16ABA0024		
	NT16ABA0026		
	NT16ABA0027		
	NT16ABA0028		
	NT16ABA0029		
	NT16ABA0030		
	NT16ABA0031		
	NT16ABA0032		
	NT16ABA0033		
	NT16ABA0034		
	NT16ABA0035		
	NT16ABA0036		
	NT16ABA0037		
	NT16ABA0038		
	NT16ABA0041		
	NT16ABA0044		
	NT16ABA0047		
	NT16ABA0049		
	NT16ABA0051		
	NT16ABA0052		
	NT16ABA0053		
	NT16ABA0055		
	NT16ABA0056		
	NT16ABA0057		
	NT16ABA0058		
	NT16ABA0059		NT20ABA1202 (25.60%)
	NT16ABA0060		
	NT16ABA0061		
	NT16ABA0062		
	NT16ABA0063		
	NT16ABA0064		
	NT16ABA0065		
	NT16ABA0066		
	NT16ABA0067		
	NT16ABA0068		
	NT16ABA0069		
	NT16ABA0070		
	NT16ABA0071		
	NT16ABA0073		
	NT16ABA0074		
	NT16ABA0075		
	NT16ABA0076		
	NT16ABA0077		
	NT16ABA0078		
	NT16ABA0079		
	NT16ABA0080		
	NT16ABA0081		
	NT16ABA0082		
	NT16ABA0083		
	NT16ABA0084		
	NT16ABA0085		
	NT16ABA0088		NT20ABA2757 (97.35%)
	NT16ABA0089		
	NT16ABA0090		
	NT16ABA0092		
	NT16ABA0093		
	NT16ABA0094		
	NT16ABA0095		
	NT16ABA0096		
	NT16ABA0097		
	NT16ABA0098		
	NT16ABA0099		
	NT16ABA0100		
	NT16ABA0101		
	NT16ABA0102		
	NT16ABA0103		
	NT16ABB0001		NT20ABA4017 (100.00%)
	NT16ABB0004		
	NT16ABC0001	NT17ABA0026 (32.50%)	
	NT16ABC0002		
	NT16ABC0003		NT20ABA4010 (100.00%)
	NT16ABC0004		
	NT16ABC0005		
	NT16ABC0006	NT17ABB0008 (46.24%)	
	NT16ABC0007	NT17ABB0010 (40.59%)	
	NT16ABD0001		
	NT16ABD0003		
	NT16ABD0004		
	NT16ABD0005		
		NT17AB0012	
		NT17AB0013	
		NT17AB0017	
		NT17AB0033	
		NT17AB0038	
		NT17AB0054	
		NT17AB0056	
		NT17AB0066	
		NT17AB0068	
		NT17AB0069	
		NT17AB0070	
		NT17AB0071	
		NT17AB0072	
		NT17AB0081	
		NT17AB0093	
		NT17AB0094	
		NT17AB0096	NT20ABA0131 (87.04%)
		NT17AB0099	
		NT17AB0115	
		NT17AB0120	
		NT17AB0129	
		NT17AB0130	
		NT17AB0140	
		NT17AB0143	
		NT17AB0157	
		NT17AB0158	
		NT17AB0167	
		NT17AB0168	
		NT17AB0174	
		NT17AB0181	
		NT17AB0182	
		NT17AB0183	
		NT17AB0184	
		NT17AB0189	
		NT17AB0207	
		NT17AB0214	
		NT17AB0215	
		NT17AB0216	
		NT17AB0217	
		NT17AB0220	
		NT17AB0228	
		NT17AB0233	
		NT17AB0234	
		NT17AB0235	
		NT17AB0238	
		NT17AB0247	
		NT17AB0248	
		NT17AB0251	
		NT17AB0253	
		NT17AB0254	
		NT17AB0255	
		NT17AB0271	
		NT17AB0273	
		NT17AB0278	
		NT17AB0281	
		NT17AB0282	
		NT17AB0293	
		NT17AB0295	
		NT17AB0296	
		NT17AB0305	
		NT17AB0321	
		NT17AB0331	
		NT17AB0333	
		NT17AB0340	
		NT17AB0343	
		NT17AB0352	
		NT17AB0353	
		NT17AB0357	
		NT17AB0361	
		NT17AB0363	
		NT17AB0370	
		NT17AB0385	
		NT17AB0386	
		NT17AB0387	
		NT17AB0393	
		NT17AB0394	
		NT17AB0439	
		NT17AB0449	
		NT17AB0451	
		NT17AB0464	
		NT17AB0472	
		NT17AB0476	
		NT17AB0493	
		NT17AB0497	
		NT17AB0510	
		NT17AB0511	
		NT17AB0520	
		NT17AB0521	
		NT17AB0530	
		NT17AB0531	
		NT17AB0534	
		NT17AB0536	
		NT17AB0540	
		NT17AB0552	
		NT17AB0564	
		NT17AB0571	
		NT17AB0572	
		NT17AB0575	
		NT17AB0578	
		NT17AB0589	
		NT17AB0594	
		NT17AB0595	
		NT17AB0604	
		NT17AB0610	
		NT17AB0612	
		NT17AB0613	
		NT17AB0618	
		NT17AB0619	
		NT17AB0624	
		NT17AB0631	
		NT17AB0632	
		NT17AB0633	
		NT17AB0636	
		NT17AB0656	
		NT17AB0657	
		NT17AB0664	
		NT17AB0665	
		NT17AB0666	
		NT17AB0667	
		NT17AB0668	
		NT17AB0669	NT20ABA2722 (31.58%)
		NT17AB0670	
		NT17AB0684	
		NT17AB0685	
		NT17AB0693	
		NT17AB0710	
		NT17AB0716	
		NT17AB0722	
		NT17AB0723	
		NT17AB0736	
		NT17AB0737	
		NT17AB0739	
		NT17AB0741	
		NT17AB0745	
		NT17AB0766	
		NT17AB0767	
		NT17AB0768	
		NT17AB0769	
		NT17AB0770	
		NT17AB0777	
		NT17AB0778	
		NT17AB0780	
		NT17AB0781	
		NT17AB0786	
		NT17AB0787	
		NT17AB0788	
		NT17AB0789	
		NT17AB0790	
		NT17AB0795	
		NT17AB0805	
		NT17AB0807	
		NT17AB0814	
		NT17AB0816	
		NT17AB0817	
		NT17AB0826	
		NT17AB0831	
		NT17AB0832	
		NT17AB0833	
		NT17AB0834	
		NT17AB0839	
		NT17AB0840	
		NT17AB0847	
		NT17AB0861	
		NT17AB0869	
		NT17AB0875	
		NT17AB0876	
		NT17AB0894	
		NT17AB0905	
		NT17AB0906	
		NT17AB0910	
		NT17AB0911	
		NT17AB0921	
		NT17AB0925	
		NT17AB0926	
		NT17AB0934	
